# Flow datagram digests, one per (device type, protocol, option shape).
# Produced by TestNonNbar2WireOutputUnchanged with NL6_FLOW_DIGEST_WRITE=1.
# Clock held at 2026-09-19T12:00:00Z; device 10.42.7.13; 13 ticks of 5s; timeouts 30s/15s/60s.
# Command: cd go && NL6_FLOW_DIGEST_WRITE=1 go test ./nl6/ -run TestNonNbar2WireOutputUnchanged
# The commit that produced this table is named in the commit that added it.
huawei_ne8000	ipfix		98b3885b83d1177f60444f74b9f27b13d417c729a531ec87c9088effe8fa7cd4
huawei_ne8000	ipfix	if-scoped	4f60a4ef8fe3be1fd8afe2d16f41bedc0f6075537efb9693a5503aefce30d6a3
huawei_ne8000	ipfix	system-scoped	59cf2e4fe1e1859c389a4d245f1008e19c17908b323d85525b82ef726d4b7f6c
huawei_ne8000	netflow5		78a518aec071a4711070a0ab38301874f9702cb1e71044589e7cbcc149f1ef8e
huawei_ne8000	netflow9		e70cf84c0d124f3142f079cc80cbc27fa4b835fdd76141e82acd28eb73aa8cfd
huawei_ne8000	netflow9	if-scoped	40955f6cb4c3a0828ee11f0f081d8ad04f6a49e11d34df39026dc7902caa9eb1
huawei_ne8000	netflow9	system-scoped	c3b9676d7f515acbe62b113751f18b8337c0345544906f89bcb51b9e7d1f0c08
huawei_ne8000	sflow		ac5d40c97352100b20744c3d5387b5461f20113872c3c5d75f8b8b36903248a0
ibm_power_s922	ipfix		95d482578445a78757ac74c5fcb6e9d7eb851d3bda6857b9bf395f20030010b0
ibm_power_s922	ipfix	if-scoped	727ed8d2dfeb97fd07718a10a2b4e8605a765ed156cb2d6aeee7998ca2a0fd5d
ibm_power_s922	ipfix	system-scoped	450c19026914c60b9f31e366766e267e5c14bc4c6132ceac43ef5069408a450d
ibm_power_s922	netflow5		b11500d5ca6f913d3aa9ad4d6e45ca9a6ef5702c8c2a3e1fa5a1e8ebbce4033b
ibm_power_s922	netflow9		aee230fe0c7662f3319d9817f33bd094d99aecb2f389f7b1414de6271b88d29f
ibm_power_s922	netflow9	if-scoped	75b4b2d960ca18abf34c42c6e0ec19a67416c7b1d8cf3ff0e447d2141fd3c633
ibm_power_s922	netflow9	system-scoped	61e4a8c9347f2afbe971ad924eaa9320a08935d770e6f6fc46e3232c684e2b5c
ibm_power_s922	sflow		c994c57edc5c450c9bba92f9ab902d49df6afb2a0cb7d0e46bb70ce85bcda1cd
juniper_mx240	ipfix		98b3885b83d1177f60444f74b9f27b13d417c729a531ec87c9088effe8fa7cd4
juniper_mx240	ipfix	if-scoped	4f60a4ef8fe3be1fd8afe2d16f41bedc0f6075537efb9693a5503aefce30d6a3
juniper_mx240	ipfix	system-scoped	59cf2e4fe1e1859c389a4d245f1008e19c17908b323d85525b82ef726d4b7f6c
juniper_mx240	netflow5		78a518aec071a4711070a0ab38301874f9702cb1e71044589e7cbcc149f1ef8e
juniper_mx240	netflow9		e70cf84c0d124f3142f079cc80cbc27fa4b835fdd76141e82acd28eb73aa8cfd
juniper_mx240	netflow9	if-scoped	40955f6cb4c3a0828ee11f0f081d8ad04f6a49e11d34df39026dc7902caa9eb1
juniper_mx240	netflow9	system-scoped	c3b9676d7f515acbe62b113751f18b8337c0345544906f89bcb51b9e7d1f0c08
juniper_mx240	sflow		ac5d40c97352100b20744c3d5387b5461f20113872c3c5d75f8b8b36903248a0
juniper_mx960	ipfix		95338f247bd3baebbeaad6f850002a1fd1dd560d169b6bd9924fb439676bb8ff
juniper_mx960	ipfix	if-scoped	a881c0bbd989171ce5064e825c6073841c9d1f136868edccf8085392ee2c4317
juniper_mx960	ipfix	system-scoped	a9787fe99097bb6044877c331b4af0bc22dd5270366863e49aa6fed35d387efd
juniper_mx960	netflow5		a28eb5d9d8e2545b4b2d4a7bfab381cc5daba1d7372133daffb3ac3f1f8fcf71
juniper_mx960	netflow9		1ee81a9c3dbdd91163ec28d75197037f8236bc7eed5b4701ba348e3f70342d71
juniper_mx960	netflow9	if-scoped	cfe75ef75f6c76575ddd5dea2d35622eaeecbf9087031190c90882d0eb71f629
juniper_mx960	netflow9	system-scoped	3593e0318bb4d257225a5e40e94f9e76e597f16ffe0c653df11877981ef5b254
juniper_mx960	sflow		bdaea6e9930c691b3c4bd215a38e23bab6fa71b83bdfbbbaac6481921aab9af1
linux_server	ipfix		95d482578445a78757ac74c5fcb6e9d7eb851d3bda6857b9bf395f20030010b0
linux_server	ipfix	if-scoped	727ed8d2dfeb97fd07718a10a2b4e8605a765ed156cb2d6aeee7998ca2a0fd5d
linux_server	ipfix	system-scoped	450c19026914c60b9f31e366766e267e5c14bc4c6132ceac43ef5069408a450d
linux_server	netflow5		b11500d5ca6f913d3aa9ad4d6e45ca9a6ef5702c8c2a3e1fa5a1e8ebbce4033b
linux_server	netflow9		aee230fe0c7662f3319d9817f33bd094d99aecb2f389f7b1414de6271b88d29f
linux_server	netflow9	if-scoped	75b4b2d960ca18abf34c42c6e0ec19a67416c7b1d8cf3ff0e447d2141fd3c633
linux_server	netflow9	system-scoped	61e4a8c9347f2afbe971ad924eaa9320a08935d770e6f6fc46e3232c684e2b5c
linux_server	sflow		c994c57edc5c450c9bba92f9ab902d49df6afb2a0cb7d0e46bb70ce85bcda1cd
nec_ix3315	ipfix		98b3885b83d1177f60444f74b9f27b13d417c729a531ec87c9088effe8fa7cd4
nec_ix3315	ipfix	if-scoped	4f60a4ef8fe3be1fd8afe2d16f41bedc0f6075537efb9693a5503aefce30d6a3
nec_ix3315	ipfix	system-scoped	59cf2e4fe1e1859c389a4d245f1008e19c17908b323d85525b82ef726d4b7f6c
nec_ix3315	netflow5		78a518aec071a4711070a0ab38301874f9702cb1e71044589e7cbcc149f1ef8e
nec_ix3315	netflow9		e70cf84c0d124f3142f079cc80cbc27fa4b835fdd76141e82acd28eb73aa8cfd
nec_ix3315	netflow9	if-scoped	40955f6cb4c3a0828ee11f0f081d8ad04f6a49e11d34df39026dc7902caa9eb1
nec_ix3315	netflow9	system-scoped	c3b9676d7f515acbe62b113751f18b8337c0345544906f89bcb51b9e7d1f0c08
nec_ix3315	sflow		ac5d40c97352100b20744c3d5387b5461f20113872c3c5d75f8b8b36903248a0
netapp_ontap	ipfix		94bce6ae6049becaf49ab6ba345c717454882beea69213f0373abd25ca4a665b
netapp_ontap	ipfix	if-scoped	55bacb9c2ea085e10d9539d077d4c1dfaa665fc5cd6adba80d4f44d27c1af0e6
netapp_ontap	ipfix	system-scoped	bee184f764c524047b94b5000f6911939a4920492c3913cecd079102d96bbd25
netapp_ontap	netflow5		fa0e8cd451228a877b09486c14ff1eca3baac4494138106124237b334850ab06
netapp_ontap	netflow9		3e2312b6d1fa67b2ef3e2abc6ea72e11ba7c73656c87a648113f80197f622f01
netapp_ontap	netflow9	if-scoped	c587f6f2a66a73703c7f5ba74d819b8271b86e19d6dbeab0786223667fd023ea
netapp_ontap	netflow9	system-scoped	4691526a5a16a016283a476d7b22941c1f742a743165df3d8e5dd62392ef5b5e
netapp_ontap	sflow		c3106251bb7a4def7f0c04e9b27f4dc0c0484a6ee4fc8876a775d11ed6376c18
nokia_7750_sr12	ipfix		95338f247bd3baebbeaad6f850002a1fd1dd560d169b6bd9924fb439676bb8ff
nokia_7750_sr12	ipfix	if-scoped	a881c0bbd989171ce5064e825c6073841c9d1f136868edccf8085392ee2c4317
nokia_7750_sr12	ipfix	system-scoped	a9787fe99097bb6044877c331b4af0bc22dd5270366863e49aa6fed35d387efd
nokia_7750_sr12	netflow5		a28eb5d9d8e2545b4b2d4a7bfab381cc5daba1d7372133daffb3ac3f1f8fcf71
nokia_7750_sr12	netflow9		1ee81a9c3dbdd91163ec28d75197037f8236bc7eed5b4701ba348e3f70342d71
nokia_7750_sr12	netflow9	if-scoped	cfe75ef75f6c76575ddd5dea2d35622eaeecbf9087031190c90882d0eb71f629
nokia_7750_sr12	netflow9	system-scoped	3593e0318bb4d257225a5e40e94f9e76e597f16ffe0c653df11877981ef5b254
nokia_7750_sr12	sflow		bdaea6e9930c691b3c4bd215a38e23bab6fa71b83bdfbbbaac6481921aab9af1
nvidia_dgx_a100	ipfix		d311c01cf70849963d1ec486e5029a3dd1250dff9ba52a2961d38f4c92752f79
nvidia_dgx_a100	ipfix	if-scoped	386aa79026af16563c5f9891097b4af95577c83b7df7ec2cb4f6ed9835b9ce63
nvidia_dgx_a100	ipfix	system-scoped	5ccda5806be5af73c6df24518f8a684819bd4ef4820a1300c63aa43a73d69beb
nvidia_dgx_a100	netflow5		c85297cb62ce04580df1185b5dfc12226b21d35d2fdc17f30306636830575ba0
nvidia_dgx_a100	netflow9		2eb21cf08fb22b76c52bc6e767d2a29c66bdc035df464d9cfe38958d8ec19f5a
nvidia_dgx_a100	netflow9	if-scoped	534dd127b6dabe75a4bf85e9a268b38079b16bb3cda96933f4f104dc346e961b
nvidia_dgx_a100	netflow9	system-scoped	d2e8f13d7790dff6027eb87dca80a5fe69337c120f0161afed5f832829d75d6f
nvidia_dgx_a100	sflow		c7f68e3da9ac578df776571e0e52d264286f9ab69faf5d833748349d138aef57
nvidia_dgx_h100	ipfix		d311c01cf70849963d1ec486e5029a3dd1250dff9ba52a2961d38f4c92752f79
nvidia_dgx_h100	ipfix	if-scoped	386aa79026af16563c5f9891097b4af95577c83b7df7ec2cb4f6ed9835b9ce63
nvidia_dgx_h100	ipfix	system-scoped	5ccda5806be5af73c6df24518f8a684819bd4ef4820a1300c63aa43a73d69beb
nvidia_dgx_h100	netflow5		c85297cb62ce04580df1185b5dfc12226b21d35d2fdc17f30306636830575ba0
nvidia_dgx_h100	netflow9		2eb21cf08fb22b76c52bc6e767d2a29c66bdc035df464d9cfe38958d8ec19f5a
nvidia_dgx_h100	netflow9	if-scoped	534dd127b6dabe75a4bf85e9a268b38079b16bb3cda96933f4f104dc346e961b
nvidia_dgx_h100	netflow9	system-scoped	d2e8f13d7790dff6027eb87dca80a5fe69337c120f0161afed5f832829d75d6f
nvidia_dgx_h100	sflow		c7f68e3da9ac578df776571e0e52d264286f9ab69faf5d833748349d138aef57
nvidia_hgx_h200	ipfix		d311c01cf70849963d1ec486e5029a3dd1250dff9ba52a2961d38f4c92752f79
nvidia_hgx_h200	ipfix	if-scoped	386aa79026af16563c5f9891097b4af95577c83b7df7ec2cb4f6ed9835b9ce63
nvidia_hgx_h200	ipfix	system-scoped	5ccda5806be5af73c6df24518f8a684819bd4ef4820a1300c63aa43a73d69beb
nvidia_hgx_h200	netflow5		c85297cb62ce04580df1185b5dfc12226b21d35d2fdc17f30306636830575ba0
nvidia_hgx_h200	netflow9		2eb21cf08fb22b76c52bc6e767d2a29c66bdc035df464d9cfe38958d8ec19f5a
nvidia_hgx_h200	netflow9	if-scoped	534dd127b6dabe75a4bf85e9a268b38079b16bb3cda96933f4f104dc346e961b
nvidia_hgx_h200	netflow9	system-scoped	d2e8f13d7790dff6027eb87dca80a5fe69337c120f0161afed5f832829d75d6f
nvidia_hgx_h200	sflow		c7f68e3da9ac578df776571e0e52d264286f9ab69faf5d833748349d138aef57
palo_alto_pa3220	ipfix		d23211c112f65ea2d441aae9395d2d0880345f0e40b9cadd8d9c34d4cb7d429c
palo_alto_pa3220	ipfix	if-scoped	9b811e6dde4629aa3ff332579c853eb3fa481af09570a36f4c0183b1395aef39
palo_alto_pa3220	ipfix	system-scoped	d3edc01aab72376c03db963b25e7f5e430ced9ffab40c6648ff8838c14df837d
palo_alto_pa3220	netflow5		dfdc6bdcd9fe406f66b1d403257d4f245cfba69949d28911bfc14678dea84d9e
palo_alto_pa3220	netflow9		9d13391c87bc3885f45b899921bfe188bd55c084fd68e2c3963ef10900a07d88
palo_alto_pa3220	netflow9	if-scoped	ba2c616ea9d47aaf6eaf5660b21ada5dbf690f55cc84217b01ef4527d0fc6d58
palo_alto_pa3220	netflow9	system-scoped	7a3d79b957913ea7beea4e41039f0ca9ede32dd2112714169bbc86981bef2bdd
palo_alto_pa3220	sflow		fb7757fb229168778a3fdbb3f2f19b5b52e4c5029900ca116354847f2942a2b7
pure_storage_flasharray	ipfix		94bce6ae6049becaf49ab6ba345c717454882beea69213f0373abd25ca4a665b
pure_storage_flasharray	ipfix	if-scoped	55bacb9c2ea085e10d9539d077d4c1dfaa665fc5cd6adba80d4f44d27c1af0e6
pure_storage_flasharray	ipfix	system-scoped	bee184f764c524047b94b5000f6911939a4920492c3913cecd079102d96bbd25
pure_storage_flasharray	netflow5		fa0e8cd451228a877b09486c14ff1eca3baac4494138106124237b334850ab06
pure_storage_flasharray	netflow9		3e2312b6d1fa67b2ef3e2abc6ea72e11ba7c73656c87a648113f80197f622f01
pure_storage_flasharray	netflow9	if-scoped	c587f6f2a66a73703c7f5ba74d819b8271b86e19d6dbeab0786223667fd023ea
pure_storage_flasharray	netflow9	system-scoped	4691526a5a16a016283a476d7b22941c1f742a743165df3d8e5dd62392ef5b5e
pure_storage_flasharray	sflow		c3106251bb7a4def7f0c04e9b27f4dc0c0484a6ee4fc8876a775d11ed6376c18
sonicwall_nsa6700	ipfix		d23211c112f65ea2d441aae9395d2d0880345f0e40b9cadd8d9c34d4cb7d429c
sonicwall_nsa6700	ipfix	if-scoped	9b811e6dde4629aa3ff332579c853eb3fa481af09570a36f4c0183b1395aef39
sonicwall_nsa6700	ipfix	system-scoped	d3edc01aab72376c03db963b25e7f5e430ced9ffab40c6648ff8838c14df837d
sonicwall_nsa6700	netflow5		dfdc6bdcd9fe406f66b1d403257d4f245cfba69949d28911bfc14678dea84d9e
